round,model,accuracy,f1,precision,recall,y_pred,probas,watermark_mode,n_rounds,method,n_clients,watermark_strength
10,XGBoost,0.9423310866348841,0.9143618714982864,0.9087897728717709,0.9319985716381622,[ 7  7  4 ...  4 13  4],"[[1.5254727e-05 1.2970861e-07 2.0050095e-08 ... 3.8089658e-07
  1.0281573e-07 2.4003330e-07]
 [9.9622499e-05 2.3347195e-07 2.3901878e-08 ... 5.3960599e-07
  2.7347167e-07 2.2972348e-07]
 [3.2018124e-06 4.6965161e-07 8.9477538e-08 ... 8.6866987e-07
  4.6137936e-07 3.6362465e-07]
 ...
 [3.2018124e-06 4.6965161e-07 8.9477538e-08 ... 8.6866987e-07
  4.6137936e-07 3.6362465e-07]
 [4.2321162e-07 1.1316336e-06 2.7778531e-08 ... 1.9625902e-06
  9.9997377e-01 1.9959221e-05]
 [3.2018124e-06 4.6965161e-07 8.9477538e-08 ... 8.6866987e-07
  4.6137936e-07 3.6362465e-07]]",model,10,kbest,5,0.4
