Round,Model,Accuracy,F1,Precision,Recall,y_pred,probas
15,Random Forest,0.9245766891336512,0.8870907168275245,0.8830984370000393,0.9084779372639834,[ 7  7  4 ...  4 13  4],"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 1. 0.]
 [0. 0. 0. ... 0. 0. 0.]]"
15,LightGBM,0.9231957915502219,0.8841740551881949,0.8892421358492784,0.9121081602106508,[ 7  7  4 ...  4 13  4],"[[3.35848642e-08 2.37749858e-09 6.74388635e-10 ... 3.41337492e-07
  1.76515658e-09 1.10667796e-08]
 [2.85410128e-06 1.90169931e-09 6.54719086e-10 ... 4.38356859e-07
  1.81450545e-09 2.84951615e-09]
 [2.13111734e-08 2.01118310e-09 6.74079667e-10 ... 3.32109674e-07
  2.12582643e-09 2.44333658e-09]
 ...
 [2.13111683e-08 2.01118255e-09 6.74079479e-10 ... 3.32109594e-07
  2.12582573e-09 2.44333576e-09]
 [8.17646599e-08 5.95885702e-07 1.04459469e-08 ... 3.37692958e-07
  9.99994629e-01 3.70141909e-06]
 [2.13111734e-08 2.01118310e-09 6.74079667e-10 ... 3.32109674e-07
  2.12582643e-09 2.44333658e-09]]"
15,Logistic Regression,0.6804537234916982,0.6151553299633982,0.6468111458628055,0.6692200213412733,[ 7  7  4 ...  4 13  4],"[[5.86350932e-10 1.68485966e-06 3.60634038e-15 ... 8.18091732e-06
  9.12869769e-09 1.17761930e-05]
 [1.18956383e-08 2.64664314e-10 2.88704071e-09 ... 7.70021998e-05
  6.61430668e-10 1.18823693e-07]
 [3.37834729e-09 8.87374230e-18 6.04283833e-09 ... 5.82247040e-08
  9.41539066e-13 9.27490530e-11]
 ...
 [6.42849767e-06 1.18663120e-14 1.43461781e-05 ... 2.85184003e-04
  1.43000311e-09 1.55570707e-07]
 [1.03120763e-08 1.59567302e-04 1.56736179e-15 ... 8.99503861e-07
  9.44850436e-01 5.49861538e-02]
 [2.18994886e-24 2.75365484e-32 1.56617640e-24 ... 5.57361759e-25
  1.55597651e-27 1.15453774e-25]]"
15,XGBoost,0.9295413447312182,0.894906602162326,0.891859819246511,0.9134865740819419,[ 7  7  4 ...  4 13  4],"[[1.42012402e-06 5.32170361e-08 7.48942597e-09 ... 2.62159956e-05
  2.55356127e-08 9.04571664e-07]
 [1.00008219e-04 9.02909889e-08 1.06427098e-08 ... 5.43321185e-05
  6.25941894e-08 8.68950920e-08]
 [1.75831258e-06 2.63859647e-07 3.08229851e-08 ... 1.44558335e-05
  1.87816326e-07 1.95345820e-07]
 ...
 [1.75831258e-06 2.63859647e-07 3.08229851e-08 ... 1.44558335e-05
  1.87816326e-07 1.95345820e-07]
 [6.47478430e-07 1.19231538e-06 1.77820692e-08 ... 4.75397314e-07
  9.99984562e-01 1.02180184e-05]
 [1.75831258e-06 2.63859647e-07 3.08229851e-08 ... 1.44558335e-05
  1.87816326e-07 1.95345820e-07]]"
15,MLP (Neural Net),0.8042742068058524,0.781659288473575,0.8090017622146725,0.7880920298503262,[ 7  7  4 ...  4 13  4],"[[3.99125572e-30 3.61322787e-06 9.49927198e-21 ... 1.10313739e-10
  1.88192227e-08 1.17048905e-05]
 [4.36737192e-13 1.02442994e-10 7.97953225e-10 ... 5.34312758e-06
  4.14792943e-11 9.00281937e-08]
 [4.56127468e-22 5.69725369e-14 7.38267182e-10 ... 9.08355213e-14
  3.13187171e-11 3.74600361e-15]
 ...
 [3.37904806e-18 5.73048186e-11 3.95280269e-07 ... 8.49523300e-10
  8.39458109e-09 2.09336544e-12]
 [1.44760325e-13 3.07738561e-05 4.62600831e-14 ... 9.27617876e-08
  9.99938913e-01 2.99864672e-05]
 [1.20001413e-32 1.04859849e-26 4.33863002e-20 ... 1.69920680e-21
  2.69336345e-19 9.20772688e-22]]"
